title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Auditory evoked potentials: predicting speech therapy outcomes in children with phonological disorders	10.6061/clinics/2014(03)12	http://dx.doi.org/10.6061/clinics/2014(03)12	1807-5932	Clinics	Renata Aparecida Leite			2014	1556906256	0	0	0	0	1	0	1	0	1	0	62	1	TRUE	Renata Aparecida Leite, Haydée Fiszbein Wertzner, Isabela Crivellaro Gonçalves, Fernanda Cristina Leite Magliaro, Carla Gentile Matas	1807-5932	14	3.5	0.535	A4
Auditory Processing Performance of the Middle-Aged and Elderly: Auditory or Cognitive Decline?	10.3766/jaaa.15098	http://dx.doi.org/10.3766/jaaa.15098	1050-0545	Journal of the American Academy of Audiology	Cristina F. B. Murphy			2020	1672756560	0	0	0	0	2	0	1	0	2	0	98	4	TRUE	Cristina F. B. Murphy, Camila M. Rabelo, Marcela L. Silagi, Leticia L. Mansur, Doris E. Bamiou, Eliane Schochat	1050-0545	29	2.6	0.523	A3
Auditory temporal resolution and backward masking in musicians with absolute pitch	10.3389/fnins.2023.1151776	http://dx.doi.org/10.3389/fnins.2023.1151776	1662-4548	Frontiers in Neuroscience	Carlos Alberto Leite Filho			2023	1683454514	0	0	0	0	4	0	4	0	4	0	4	2	TRUE	Carlos Alberto Leite Filho, Caroline Nunes Rocha-Muniz, Liliane Desgualdo Pereira, Eliane Schochat	1662-4548	0	6.8	1.063	A3
Augmentative and alternative communication in children with Down’s syndrome: a systematic review	10.1186/s12887-018-1144-5	http://dx.doi.org/10.1186/s12887-018-1144-5	1471-2431	BMC Pediatrics	Renata Thaís de Almeida Barbosa			2018	1663677960	0	0	0	0	4	0	3	0	4	0	260	4	TRUE	Renata Thaís de Almeida Barbosa, Acary Souza Bulle de Oliveira, Jennifer Yohanna Ferreira de Lima Antão, Tânia Brusque Crocetta, Regiani Guarnieri, Thaiany Pedrozo Campos Antunes, Claudia Arab, Thaís Massetti, Italla Maria Pinheiro Bezerra, Carlos Bandeira de Mello Monteiro, Luiz Carlos de Abreu	1471-2431	27	3.7	0.688	A1
Autonomic Modulation in Duchenne Muscular Dystrophy during a Computer Task: A Prospective Control Trial	10.1371/journal.pone.0169633	http://dx.doi.org/10.1371/journal.pone.0169633	1932-6203	PLOS ONE	Mayra Priscila Boscolo Alvarez			2017	1502205572	2	0	0	0	5	0	2	0	4	0	146	2	TRUE	Mayra Priscila Boscolo Alvarez, Talita Dias da Silva, Francis Meire Favero, Vitor Engrácia Valenti, Rodrigo Daminello Raimundo, Luiz Carlos Marques Vanderlei, David M. Garner, Carlos Bandeira de Mello Monteiro	1932-6203	13	6.0	0.839	A1
Autonomic Modulation in Duchenne Muscular Dystrophy During a Computer Task: A Prospective Transversal Controlled Trial Assessment by Non-linear Techniques	10.3389/fneur.2021.720282	http://dx.doi.org/10.3389/fneur.2021.720282	1664-2295	Frontiers in Neurology	Mayra Priscila Boscolo Alvarez			2021	1639410465	0	0	0	0	3	0	3	0	3	0	17	1	TRUE	Mayra Priscila Boscolo Alvarez, Carlos Bandeira de Mello Monteiro, Talita Dias da Silva, Vitor E. Valenti, Celso Ferreira-Filho, Annette Sterr, Luiz Carlos Marques Vanderlei, Celso Ferreira, David M. Garner	1664-2295	2	4.8	0.966	A4
Avaliação auditiva periférica em crianças com síndrome de Down	10.1590/s2317-643120140003000012	http://dx.doi.org/10.1590/s2317-643120140003000012	1516-8034	Revista da Sociedade Brasileira de Fonoaudiologia	Barbara Carrico			2014	1618811347	0	0	0	0	1	0	0	0	1	0	3	3	TRUE	Barbara Carrico, Alessandra Giannella Samelli, Carla Gentile Matas, Fernanda Cristina Leite Magliaro, Renata Mota Mamede Carvallo, Suelly Cecília Olivan Limongi, Ivone Ferreira Neves-Lobo	1516-8034	3	NA	NA	NA
Avaliação clínica da deglutição em unidade de terapia intensiva	10.1590/s2317-17822013000100002	http://dx.doi.org/10.1590/s2317-17822013000100002	2317-1782	CoDAS	Aline Rodrigues Padovani			2013	1371047574	0	0	0	0	1	0	1	0	1	0	83	1	TRUE	Aline Rodrigues Padovani, Danielle Pedroni Moraes, Fernanda Chiarion Sassi, Claudia Regina Furquim de Andrade	2317-1782	19	1.0	0.307	A3
Balance and fear of falling in subjects with Parkinson’s disease is improved after exercises with motor complexity	10.1016/j.gaitpost.2017.12.027	http://dx.doi.org/10.1016/j.gaitpost.2017.12.027	0966-6362	Gait & Posture	Carla Silva-Batista			2017	1538630126	0	0	0	0	1	0	1	0	1	0	423	1	TRUE	Carla Silva-Batista, Daniel M. Corcos, Hélcio Kanegusuku, Maria Elisa Pimentel Piemonte, Lilian Teresa Bucken Gobbi, Andrea C. de Lima-Pardini, Marco Túlio de Mello, Claudia L.M. Forjaz, Carlos Ugrinowitsch	0966-6362	57	4.8	0.724	A2
Balance highly influences flexibility measured by the toe-touch test	10.1016/j.humov.2018.10.001	http://dx.doi.org/10.1016/j.humov.2018.10.001	0167-9457	Human Movement Science	Cássio M. Siqueira			2018	1641047159	0	0	0	1	1	0	0	0	1	0	73	7	FALSE	Cássio M. Siqueira, Aline Rossi, Cristyan Shimamoto, Clarice Tanaka	0167-9457	3	4.3	0.628	A3
Barriers associated with reduced physical activity in COPD patients*	10.1590/s1806-37132014000500006	http://dx.doi.org/10.1590/s1806-37132014000500006	0102-3586	Jornal de Pneumologia	Priscila Batista Amorim			2014	1630565636	0	0	0	0	9	0	9	0	9	0	86	6	TRUE	Priscila Batista Amorim, Rafael Stelmach, Celso Ricardo Fernandes Carvalho, Frederico Leon Arrabal Fernandes, Regina Maria Carvalho-Pinto, Alberto Cukier	0102-3586	18	NA	NA	B1
Barriers to daily life physical activities for Brazilian children with asthma: a cross-sectional study	10.1080/02770903.2019.1594249	http://dx.doi.org/10.1080/02770903.2019.1594249	0277-0903	Journal of Asthma	Andrey Wirgues Sousa			2019	1554762488	0	0	0	0	1	0	1	0	1	0	35	1	FALSE	Andrey Wirgues Sousa, Anna Lúcia Barros Cabral, Milton Arruda Martins, Celso R. F. Carvalho	0277-0903	7	3.6	0.609	B1
Beyond the target area: an integrative view of tDCS-induced motor cortex modulation in patients and athletes	10.1186/s12984-019-0581-1	http://dx.doi.org/10.1186/s12984-019-0581-1	1743-0003	Journal of NeuroEngineering and Rehabilitation	Edgard Morya			2019	1610376301	0	0	0	0	47	0	35	0	35	0	356	24	TRUE	Edgard Morya, Kátia Monte-Silva, Marom Bikson, Zeinab Esmaeilpour, Claudinei Eduardo Biazoli, Andre Fonseca, Tommaso Bocci, Faranak Farzan, Raaj Chatterjee, Jeffrey M. Hausdorff, Daniel Gomes da Silva Machado, André Russowsky Brunoni, Eva Mezger, Luciane Aparecida Moscaleski, Rodrigo Pegado, João Ricardo Sato, Marcelo Salvador Caetano, Kátia Nunes Sá, Clarice Tanaka, Li Min Li, Abrahão Fontes Baptista, Alexandre Hideki Okano	1743-0003	90	8.8	1.291	A1
Bilateral Transfer of Performance between Real and Non-Immersive Virtual Environments in Post-Stroke Individuals: A Cross-Sectional Study	10.3390/ijerph20043301	http://dx.doi.org/10.3390/ijerph20043301	1661-7827	International Journal of Environmental Research and Public Health	Deise M. S. Mota			2023	1677840420	0	0	0	0	2	0	1	0	1	0	33	1	TRUE	Deise M. S. Mota, Íbis A. P. Moraes, Denise C. R. Papa, Deborah C. G. L. Fernani, Caroline S. Almeida, Maria H. S. Tezza, Maria T. A. P. Dantas, Susi M. S. Fernandes, Alessandro H. N. Ré, Talita D. Silva, Carlos B. M. Monteiro	1661-7827	2	5.4	0.808	A1
Biomechanical variables and perception of comfort in running shoes with different cushioning technologies	10.1016/j.jsams.2013.12.003	http://dx.doi.org/10.1016/j.jsams.2013.12.003	1440-2440	Journal of Science and Medicine in Sport	Roberto C. Dinato			2014	1557323257	1	0	0	0	19	0	15	0	16	0	264	10	FALSE	Roberto C. Dinato, Ana P. Ribeiro, Marco K. Butugan, Ivye L.R. Pereira, Andrea N. Onodera, Isabel C.N. Sacco	1440-2440	50	7.8	1.222	A1
Blunted Maximal and Submaximal Responses to Cardiopulmonary Exercise Tests in Patients With Parkinson Disease	10.1016/j.apmr.2015.12.020	http://dx.doi.org/10.1016/j.apmr.2015.12.020	0003-9993	Archives of Physical Medicine & Rehabilitation	Hélcio Kanegusuku			2016	1458344077	1	0	0	0	3	0	2	0	3	0	99	2	TRUE	Hélcio Kanegusuku, Carla Silva-Batista, Tiago Peçanha, Alice Nieuwboer, Natan D. Silva, Luiz A. Costa, Marco T. de Mello, Maria E. Piemonte, Carlos Ugrinowitsch, Cláudia L. Forjaz	0003-9993	33	6.2	1.091	A1
Body Posture After Mastectomy: Comparison Between Immediate Breast Reconstruction Versus Mastectomy Alone	10.1002/pri.1642	http://dx.doi.org/10.1002/pri.1642	1358-2267	Physiotherapy Research International	Ana Carolina Atanes Mendes Peres			2015	1442485712	1	0	0	0	2	0	1	0	2	0	99	1	FALSE	Ana Carolina Atanes Mendes Peres, Maria do Rosário Dias de Oliveira Latorre, Jonathan Yugo Maesaka, José Roberto Filassi, Edmund Chada Baracat, Elizabeth Alves Gonçalves Ferreira	1358-2267	24	3.4	0.608	A4
Brain activity and upper limb movement analysis in children with Down syndrome undergoing transcranial direct current stimulation combined with virtual reality training: study protocol for a randomized controlled trial	10.1186/s13063-022-06014-4	http://dx.doi.org/10.1186/s13063-022-06014-4	1745-6215	Trials	Jamile Benite Palma Lopes			2022	1643649107	0	0	0	0	2	0	1	0	1	0	79	1	TRUE	Jamile Benite Palma Lopes, Isabela Marques Miziara, Danial Kahani, Rodolfo Borges Parreira, Natalia de Almeida Carvalho Duarte, Roberta Delasta Lazzari, Lucas Villalta Santos, Carlos Bandeira de Mello Monteiro, Deborah Carvalho da Silva Cardoso, Juliana de Oliveira Hassel Mendes, Vera Lucia dos Santos Alves, Iransé Oliveira Silva, Luis Vicente Oliveira, Bernard Arthur Conway, Manuela Galli, Veronica Cimolin, Claudia Santos Oliveira	1745-6215	3	3.6	0.812	B1
Breaking barriers to rehabilitation: the role of behavior change theories in overcoming the challenge of exercise-related behavior change	10.1016/j.bjpt.2023.100574	http://dx.doi.org/10.1016/j.bjpt.2023.100574	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Manuela Karloh			2023	1704645365	0	0	0	0	50	0	48	0	48	0	26	24	TRUE	Manuela Karloh, Thiago Sousa Matias, Joice Mara de Oliveira, Fabiano Francisco de Lima, David Halen Araújo Pinheiro, Graziele Besen Barbosa, Karina Couto Furlanetto, Celso R F Carvalho	0211-5638	3	0.4	0.138	B2
Can Individuals Poststroke Improve Their Performance in Reaction and Movement Times in a Nonimmersive Serious Game with Practice? A Cross-Sectional Study	10.1089/g4h.2021.0191	http://dx.doi.org/10.1089/g4h.2021.0191	2161-783X	Games for Health Journal	Francisca Antonia Almeida de Carvalho Guerreiro			2022	1644017763	0	0	0	0	1	0	1	0	1	0	25	1	FALSE	Francisca Antonia Almeida de Carvalho Guerreiro, Talita Dias da Silva, Fátima L.S. Nunes, Amanda Funabashi, Renan Vinicius Aranha, Willian Severino Silva, Shayan Bahadori, Francis Meire Favero, Tania Brusque Crocetta, Marcelo Massa, Judith E. Deutsch, Carlos Bandeira de Mello Monteiro, Fernando Henrique Magalhães	2161-783X	1	6.9	0.804	A1
Caracterização do uso do cicloergômetro para auxiliar no atendimento fisioterapêutico em pacientes críticos	10.1590/s0103-507x2013000100008	http://dx.doi.org/10.1590/s0103-507x2013000100008	0103-507X	Revista Brasileira de Terapia Intensiva	Ruy Camargo Pires-Neto			2013	1446722280	0	1	0	0	3	0	2	0	3	0	63	8	TRUE	Ruy Camargo Pires-Neto, Aná Luiza Pereira, Camila Parente, Guadalupe Nery de Sant'Anna, Daniela Daguer Esposito, Aline Kimura, Carolina Fu, Clarice Tanaka	0103-507X	14	2.7	0.373	B1
Caracterização eletrofisiológica da audição em prematuros nascidos pequenos para a idade gestacional	10.1590/s2317-17822013000100005	http://dx.doi.org/10.1590/s2317-17822013000100005	2317-1782	CoDAS	Rosanna Mariangela Giaffredo Angrisani			2013	1371831659	1	0	0	0	1	0	0	0	1	0	20	1	TRUE	Rosanna Mariangela Giaffredo Angrisani, Marisa Frasson de Azevedo, Renata Mota Mamede Carvallo, Edna Maria de Albuquerque Diniz, Alexandre Archanjo Ferraro, Ruth Guinsburg, Carla Gentile Matas	2317-1782	5	1.0	0.307	A3
Cardiac Autonomic Modulation in Subjects with Amyotrophic Lateral Sclerosis (ALS) during an Upper Limb Virtual Reality Task: A Prospective Control Trial	10.1155/2022/4439681	http://dx.doi.org/10.1155/2022/4439681	2314-6133	BioMed Research International	Ana C. Silveira			2022	1692280794	0	0	0	0	10	0	6	0	6	0	69	3	TRUE	Ana C. Silveira, Íbis A. P. Moraes, Giovanna P. Vidigal, Amanda O. Simcsik, Renata M. Rosa, Francis M. Favero, Susi M. S. Fernandes, David M. Garner, Luciano V. Araújo, Marcelo Massa, Luiz C. M. Vanderlei, Talita D. Silva, Carlos B. M. Monteiro	2314-6133	6	5.3	0.656	A3
Cardiovascular Responses During Resistance Exercise in Patients With Parkinson Disease	10.1016/j.pmrj.2018.04.009	http://dx.doi.org/10.1016/j.pmrj.2018.04.009	1934-1482	PM&R	Roberto S. Miyasato			2018	1544455831	0	0	0	0	7	0	6	0	6	0	112	4	TRUE	Roberto S. Miyasato, Carla Silva‐Batista, Tiago Peçanha, David A. Low, Marco T. de Mello, Maria E.P. Piemonte, Carlos Ugrinowitsch, Cláudia L.M. Forjaz, Hélcio Kanegusuku	1934-1482	13	3.9	0.688	A3
Case Report: Physical therapy management of axial dystonia	10.3109/09593985.2013.799252	http://dx.doi.org/10.3109/09593985.2013.799252	0959-3985	Physiotherapy Theory & Practice	Mariana Callil Voos			2013	1374204149	1	0	0	0	6	0	5	0	6	0	80	5	FALSE	Mariana Callil Voos, Tatiana de Paula Oliveira, Maria Elisa Pimentel Piemonte, Egberto Reis Barbosa	0959-3985	7	3.1	0.561	A4
Characteristics and outcomes of patients with COVID-19 admitted to the ICU in a university hospital in São Paulo, Brazil - study protocol	10.6061/clinics/2020/e2294	http://dx.doi.org/10.6061/clinics/2020/e2294	1807-5932	Clinics	Juliana C. Ferreira			2020	1649074143	0	0	0	0	6	0	5	0	5	0	166	4	TRUE	Juliana C. Ferreira, Yeh-Li Ho, Bruno A.M.P. Besen, Luiz M.S. Malbuisson, Leandro U. Taniguchi, Pedro V. Mendes, Eduardo L.V. Costa, Marcelo Park, Renato Daltro-Oliveira, Roberta M.L. Roepke, João M. Silva, Maria José C. Carmona, Carlos Roberto Ribeiro Carvalho, EPICCoV Study Group, Adriana Hirota, Alberto Kendy Kanasiro, Alessandra Crescenzi, Amanda Coelho Fernandes, Anna Miethke-Morais, Arthur Petrillo Bellintani, Artur Ribeiro Canasiro, Bárbara Vieira Carneiro, Beatriz Keiko Zanbon, Bernardo Pinheiro De Senna Nogueira Batista, Bianca Ruiz Nicolao, Bruno Adler Maccagnan Pinheiro Besen, Bruno Biselli, Bruno Rocha De Macedo, Caio Machado Gomes De Toledo, Carlos Eduardo Pompilio, Carlos Roberto Ribeiro De Carvalho, Caroline Gomes Mol, Cassio Stipanich, Caue Gasparotto Bueno, Cibele Garzillo, Clarice Tanaka, Daniel Neves Forte, Daniel Joelsons, Daniele Robira, Eduardo Leite Vieira Costa, Elson Mendes Da Silva, Fabiane Aliotti Regalio, Gabriela Cardoso Segura, Gustavo Brasil Marcelino, Giulia Sefrin Louro, Yeh-Li Ho, Isabela Argollo Ferreira, Jeison de Oliveira Gois, Joao Manoel Da Silva, Jose Otto Reusing, Julia Fray Ribeiro, Juliana Carvalho Ferreira, Karine Vusberg Galleti, Katia Regina Silva, Larissa Padrao Isensee, Larissa dos Santos Oliveira, Leandro Utino Taniguchi, Leila Suemi Letaif, Lígia Trombetta Lima, Lucas Yongsoo Park, Lucas Chaves, Luciana Cassimiro Nobrega, Luciana Haddad, Ludhmila Hajjar, Luiz Marcelo Malbouisson, Manuela Cristina Adsuara Pandolfi, Marcelo Park, Maria José Carvalho Carmona, Maria Castilho Prandini H De Andrade, Mariana Moreira Santos, Matheus Pereira Bateloche, Mayra Akimi Suiama, Mayron Faria de Oliveira, Mayson Laercio Sousa, Michelle Louvaes, Natassja Huemer, Pedro Mendes, Paulo Ricardo Gessolo Lins, Pedro Gaspar Dos Santos, Pedro Ferreira Paiva Moreira, Renata Mello Guazzelli, Renato Batista Dos Reis, Renato Daltro De Oliveira, Roberta Muriel Longo Roepke, Rodolpho Augusto De Moura Pedro, Rodrigo Kondo, Samia Zahi Rached, Sergio Roberto Silveira Da Fonseca, Thais Sousa Borges, Thalissa Ferreira, Vilson Cobello, Vivian Vieira Tenório Sales, Willaby Serafim Cassa Ferreira	1807-5932	8	3.5	0.535	A4
Characteristics of postintubation dysphagia in ICU patients in the context of the COVID-19 outbreak: A report of 920 cases from a Brazilian reference center	10.1371/journal.pone.0270107	http://dx.doi.org/10.1371/journal.pone.0270107	1932-6203	PLOS ONE	Fernanda Chiarion Sassi			2022	1655425143	0	0	0	0	1	0	1	0	1	0	51	1	TRUE	Fernanda Chiarion Sassi, Ana Paula Ritto, Maíra Santilli de Lima, Cirley Novais Valente, Paulo Francisco Guerreiro Cardoso, Bruno Zilberstein, Paulo Hilário Nascimento Saldiva, Claudia Regina Furquim de Andrade	1932-6203	5	6.0	0.839	A1
Characterization of feeding skills and clinical markers of preterm newborns with gastroschisis in a neonatal therapy unit	10.1590/2317-1782/20232022145en	http://dx.doi.org/10.1590/2317-1782/20232022145en	0104-5687	CoDAS	Fernanda Chiarion Sassi			2023	1692843854	0	0	0	0	1	0	1	0	1	0	3	1	FALSE	Fernanda Chiarion Sassi, Ana Paula Ritto, Daniela Chiarion Sassi, Ana Carla Ansuino, Gisele Chagas de Medeiros, Fabiola Juste, Débora Maria Béfi-Lopes, Claudia Regina Furquim de Andrade	0104-5687	NA	NA	NA	A3
Children who stutter exchange linguistic accuracy for processing speed in sentence comprehension	10.1017/s0142716416000187	http://dx.doi.org/10.1017/s0142716416000187	0142-7164	Applied Psycholinguistics	TALITA FORTUNATO-TAVARES			2016	1471257657	0	0	0	0	1	0	1	0	1	0	25	1	TRUE	TALITA FORTUNATO-TAVARES, PETER HOWELL, RICHARD G. SCHWARTZ, CLAUDIA R. FURQUIM DE ANDRADE	0142-7164	4	3.1	0.875	A3
Children with nocturnal enuresis have posture and balance disorders	10.1016/j.jpurol.2016.05.003	http://dx.doi.org/10.1016/j.jpurol.2016.05.003	1477-5131	Journal of Pediatric Urology	R. Pavione Rodrigues Pereira			2016	1499104492	12	0	0	0	28	0	12	0	24	0	79	11	FALSE	R. Pavione Rodrigues Pereira, S. Nascimento Fagundes, A. Surry Lebl, L. Azevedo Soster, M.G. Machado, V.H. Koch, C. Tanaka	1477-5131	6	3.2	0.715	A3
Children with speech sound disorder: comparing a non-linguistic auditory approach with a phonological intervention approach to improve phonological skills	10.3389/fpsyg.2015.00064	http://dx.doi.org/10.3389/fpsyg.2015.00064	1664-1078	Frontiers in Psychology	Cristina F B Murphy			2015	1550078096	0	0	0	0	20	0	16	0	16	0	123	9	TRUE	Cristina F B Murphy, Luciana O Pagan-Neves, Haydée F Wertzner, Eliane Schochat	1664-1078	5	4.5	0.8	A1
Clinical and biomechanical effectiveness of foot‐ankle exercise programs and weight‐bearing activity in people with diabetes and neuropathy: A systematic review and meta‐analysis	10.1002/dmrr.3649	http://dx.doi.org/10.1002/dmrr.3649	1520-7552	Diabetes/Metabolism Research & Reviews	Jaap J. van Netten			2023	1683135619	0	0	0	0	1	0	1	0	1	0	48	1	TRUE	Jaap J. van Netten, Isabel C. N. Sacco, Lawrence Lavery, Matilde Monteiro‐Soares, Joanne Paton, Anne Rasmussen, Anita Raspovic, Sicco A. Bus	1520-7552	12	15.1	1.991	A3
Clinical characteristics of children with congenital Zika syndrome: a case series	10.1590/0004-282x20200020	http://dx.doi.org/10.1590/0004-282x20200020	0004-282X	Arquivos de Neuro-Psiquiatria	Thais MASSETTI			2020	1594134154	0	0	0	0	1	0	1	0	1	0	53	1	TRUE	Thais MASSETTI, Dafne HERRERO, Julliana ALENCAR, Talita SILVA, Cristina MORIYAMA, Flavia GEHRKE, James TONKS, Fernando FONSECA, Suzanna WATSON, Carlos MONTEIRO, Mariana VOOS	0004-282X	9	2.1	0.341	B2
Clinical dysphagia risk predictors after prolonged orotracheal intubation	10.6061/clinics/2014(01)02	http://dx.doi.org/10.6061/clinics/2014(01)02	1807-5932	Clinics	Gisele Chagas de Medeiros			2014	1586152636	0	0	0	0	5	0	5	0	5	0	134	5	TRUE	Gisele Chagas de Medeiros, Fernanda Chiarion Sassi, Laura Davison Mangilli, Bruno Zilberstein, Claudia Regina Furquim de Andrade	1807-5932	40	3.5	0.535	A4
Clinical Manifestation of Nebulin-Associated Nemaline Myopathy	10.1212/nxg.0000000000200056	http://dx.doi.org/10.1212/nxg.0000000000200056	2376-7839	Neurology: Genetics	Cristiane Araujo Martins Moreno			2023	1686670801	1	0	0	0	5	0	1	0	2	0	19	1	TRUE	Cristiane Araujo Martins Moreno, Mariana Cunha Artilheiro, Alulin Tacio Quadros Santos Monteiro Fonseca, Clara Gontijo Camelo, Gisele Chagas de Medeiros, Fernanda Chiarion Sassi, Claudia Regina Furquim de Andrade, Sandra Donkervoort, Andre Macedo Serafim Silva, Luiz Dalfior-Junior, Osorio Lopes Abath-Neto, Umbertina Conti Reed, Carsten Bönnemann, Edmar Zanoteli	2376-7839	4	5.5	1.042	A2
